"season","week","rate"
2022,13,49.99
2022,2,4.66
2022,12,64.82
2021,44,0.6
2021,51,4.86
2022,4,4.21
2021,32,4.75
2021,25,5.87
2021,41,1.65
2021,28,6.6
2022,11,42.84
2021,21,3.59
2021,40,1.34
2022,8,7.15
2021,19,5.24
2021,29,9.88
2021,20,4.31
2021,43,1.41
2021,31,6.45
2021,30,7.9
2022,9,9.21
2021,18,7.42
2021,17,4.86
2021,16,5.47
2022,3,6.43
2021,27,7.66
2023,10,13.84
2022,19,21.61
2022,26,15.89
2022,15,45.27
2022,25,17.59
2023,7,4.57
2022,18,26.12
2022,40,0.92
2022,29,8.88
2022,23,25.95
2023,11,15.74
2022,32,4.25
2023,12,15.69
2023,6,6.52
2023,13,10.42
2022,16,35.73
2022,31,5.33
2022,51,3.61
2022,22,28.47
2022,41,1.2
2022,30,7.04
2022,21,24.14
2023,2,4.64
2022,33,4.17
2022,20,19.57
2023,3,5.2
2022,44,0.85
2023,5,5.59
2022,52,2.74
2022,28,8.98
2022,14,61.63
2022,45,0.82
2023,4,5.22
2022,49,1.58
2022,47,1.17
2023,8,8.48
2022,27,10.02
2022,24,20.96
2023,1,3.98
2023,9,10.43
2022,46,1.13
2022,50,2.85
2022,43,1.2
2022,42,1.31
2022,48,1.48
2022,17,28.8
